Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000002589 90.867067 156.799239 326.167391 373.62102 244.05018 315.94821 144.54097 93.863541
ENSDARG00000002591 47.0242 55.5675 79.3594 83.4796 101.4794 98.8938 100.7318 94.5198
ENSDARG00000002593 4.07963 6.68675 6.69337 8.37641 9.22556 6.94124 6.69788 5.20017
ENSDARG00000002597 0.1695273 0.0561892 0.05458127 0.0337763 0.0160366 0.1376331 0.5844376 4.746806
ENSDARG00000002600 0.0335261 0 0.0874357 0.0117624 0.2943767 0.170568 0.114898 0.0505571
ENSDARG00000002601 6.40501 7.66338 9.18543 9.85464 14.6158 12.6662 11.7136 14.6493
ENSDARG00000002607 0.312204 0.19969 0.356814 0.110276 0.663696 0.476764 0.369403 0.425247
ENSDARG00000002609 3.56605 3.67535 3.56179 2.39998 4.51175 4.5033 4.9447 4.30226
ENSDARG00000002613 35.0661 59.2603 100.888 112.261 140.959 139.812 107.73 104.965
ENSDARG00000002632 26.2253 31.1477 59.28039 42.61117 68.22653 68.63868 68.6621 47.92801
ENSDARG00000002634 2.145652 2.324105 5.68338 4.34268 5.26502 6.20436 7.22689 4.48621
ENSDARG00000002635 0.748298 0.498005 0.347373 0.464554 0.271685 0.398841 0.741664 0.564095
ENSDARG00000002642 3.04103 2.55323 7.69993 4.20452 17.6784 17.1461 9.66093 7.16057
ENSDARG00000002644 0.940304 1.25607 1.521 1.07486 1.19257 1.07183 1.48207 1.08023
ENSDARG00000002656 0.8780163 0.832817 0.768228 0.408251 0.689554 0.636356 0.806322 0.717985
ENSDARG00000002659 89.970476 104.895843 102.85754 95.396456 145.83579 143.52518 130.36117 143.4581
ENSDARG00000002663 6.319505 5.847105 9.55003 8.067183 9.19111 9.20115 9.62396 8.38962
ENSDARG00000002666 5.27247 3.41261 3.4741 3.07517 3.07591 2.66404 3.8696 4.07528
ENSDARG00000002670 9.08302 9.38334 10.22918 8.28172 13.05263 13.64634 13.28151 14.0944
ENSDARG00000002682 2.90331772 2.7585354 3.0269562 2.5113196 4.366861 3.5074004 4.3346443 4.210065
ENSDARG00000002685 0.274222 0.363104 0.261952 0.409596 0.255151 0.464059 1.176699778 7.409021
ENSDARG00000002690 18.585758 24.595227 28.771672 28.113075 30.023 31.01722 28.268533 27.725409
ENSDARG00000002696 0.2947251 0.0751555 0.0996206 0.0841234 0.1060795 0.1026223 0.1017851 0.1501892
ENSDARG00000002701 1.66375900030999 1.17016200018019 1.623076 1.21265 1.41151000030519 1.3615797 2.0192899 1.4607178
ENSDARG00000002707 1.30777 1.35064 1.95486 1.59889 3.27577 3.92527 4.00354 4.04191
ENSDARG00000002710 265.693483 227.962699 353.632955 289.129361 492.509905 477.608413 384.882177 400.045781
ENSDARG00000002720 14.6668 17.06569 22.86762 21.87671 30.0626 30.06624 22.3633 23.06258
ENSDARG00000002722 0.0723156 0 0 0 0 0 0 0.119243
ENSDARG00000002728 0 0 0 0 0 0 0 0
ENSDARG00000002731 5.32642 6.20694 22.411 11.8208 34.8824 34.6433 23.0446 14.6142
ENSDARG00000002732 0.632824 0.68111 0.594278 0.668743 0.881272 0.915514 0.756082 0.94194
ENSDARG00000002745 62.716554 59.6032389 63.069231 48.2937935 66.7756 67.386516 65.19689 61.9639
ENSDARG00000002748 5.72467 5.10245 4.33238 3.65958 4.9142 4.83134 6.08098 6.97373
ENSDARG00000002750 2.54077 2.17477 2.70096 1.90377 4.11288 4.18198 3.57704 3.77268
ENSDARG00000002754 6.31603 6.53202 8.46824 7.25741 9.43999 9.46913 7.22033 6.08916
ENSDARG00000002758 45.53822 26.94161 23.13046 14.94229 16.67115 14.68116 23.38945 18.776832
ENSDARG00000002760 0.886651 1.85473 0.878754 1.0385284 1.094505 0.820413 0.985 1.4548
ENSDARG00000002764 0.320001 0.410313 0.655593 0.361443 0.601974 0.688595 1.04046 0.433623
ENSDARG00000002768 259.9534 405.9889 785.30263 885.05839 559.911 691.1924 349.9959 268.81842
ENSDARG00000002771 0.448796 0.199855 0.257801 0.166401 0.258615 0.21006 0.237214 0.213148
ENSDARG00000002779 1.25803 1.0466 1.49294 1.35759 2.52568 2.01787 1.77119 1.74726
ENSDARG00000002787 30.11174 27.717222 24.97461 22.838884 32.30641 33.7223 35.02455 37.09919
ENSDARG00000002790 69.7142256 88.83817 99.3890386 96.7843135 144.933429000939 143.316582 123.89249127 112.434111
ENSDARG00000002791 43.420063 65.721601 72.572143 70.584589 93.4322 86.9999 79.179668 77.4265
ENSDARG00000002792 23.1597 25.7391 32.4141 28.6301 37.6091 36.7259 36.5725 38.6943
ENSDARG00000002795 26.7717 24.3177 28.373 22.8292 39.4854907 39.8262 33.0604 27.8503
ENSDARG00000002797 0.284193 0.121013 0.234644 0.305049 0.0813647 0.245578 0.377016 0.135143
ENSDARG00000002798 5.19535 4.98994 6.02506 5.97233 7.20472 7.33598 6.85002 7.90651
ENSDARG00000002816 0 0 0 0 0 0.007837 0 0.0151003
ENSDARG00000002826 20.4148 15.596349 14.40058 12.208363 15.274635 14.48267 16.169947 19.669914
ENSDARG00000002830 3.682376 5.020892 3.827811 4.16672 9.155447 8.569457 6.373769 8.196611
ENSDARG00000002831 2.62943 2.51121 3.81373 2.46457 4.80165 3.642068 2.85684 2.49486
ENSDARG00000002840 3.55704 3.56097 3.47161 2.79635 4.54819 4.40414 4.7367 3.63692
ENSDARG00000002847 0.277306 0.214713 0.389603 0.282978 0.200682 0.269646 0.323181 0.384613
ENSDARG00000002872 5.18506 4.05664 4.79161 4.15502 6.26013 7.03594 4.91694 5.06433
ENSDARG00000002877 5.042293 5.687491 8.84645 5.353551 12.11447 11.48836 9.63586 10.2666
ENSDARG00000002880 1.596569 1.43005 3.004727 1.558426 5.46609 4.70793 4.080872 3.351233
ENSDARG00000002894 12.3943 16.0761 16.7962 16.1939 17.3851 18.874073 16.352785 18.7031
ENSDARG00000002897 5.54626 5.45865 5.8299587 4.5250611 8.790256 8.21303 8.100752 6.5724587
ENSDARG00000002909 13.783165 13.225957 17.711249 13.688262 14.845912 14.314424 16.8192 25.346224
ENSDARG00000002912 12.77019 10.83606 9.96212 7.4713 13.74888 12.59903 15.51205 20.38923
ENSDARG00000002916 1.889039 1.496115 3.7490566 1.922276 6.174816 6.35385 4.626325 5.0128777
ENSDARG00000002917 0.324003 0.258931 0.225537 0.152543 0.220687 0.36359 0.23287 0.156726
ENSDARG00000002933 6.29257 6.96872 8.25638 6.96094 8.07047 7.06533 7.97 7.95545
ENSDARG00000002937 68.0259112 77.850669 66.3072915 65.0404225 71.841147 69.52791 76.476659 71.40764
ENSDARG00000002945 0.17861690016855 0.246284 0.2851384 0.279226 1.023238 0.4798501 0.21636911 0.332927
ENSDARG00000002947 1.54545 1.21743 2.93842 1.44735 3.11657 3.32186 2.74571 2.35997
ENSDARG00000002949 54.706667 63.967684 65.127935 61.3869 78.788871 78.80766 77.571876 79.097097
ENSDARG00000002952 13.6704 13.0778 17.8279 11.3193 23.0399 22.0104 22.2485 18.1999
ENSDARG00000002956 0.0852022 0.114465 0.2935 0.13186 0.175965 0.219773 0.382583 0.509223
ENSDARG00000002959 0 0 0 0 0 0 0 0
ENSDARG00000002967 20.2149 19.628 24.4488 20.3893 20.808 24.7694 20.5573 20.0573
ENSDARG00000002968 0.303999 0.231217 0.571117 0.205005 0.475036 0.765044 1.36572 0.638783
ENSDARG00000002970 68.4716 69.6804 72.5598 68.1714 94.3007 89.7288 84.8229 91.9547
ENSDARG00000002971 10.310208 10.93503 10.785232 8.95363 12.822 13.1797890004875 13.6984072 12.83739
ENSDARG00000002986 0.418049 0.43301 0.781438 0.229739 0.791539 0.800797 1.00437 0.441893
ENSDARG00000002988 24.33181 16.3624 23.4623 29.5032 17.940900002875 22.7401 14.8889 12.1877
ENSDARG00000002991 11.1158032 7.847337 8.158306 5.797595 11.833782 10.751613 9.997579 8.5413435201
ENSDARG00000002994 6.65808 7.34865 8.32152 7.05936 9.77437 9.29798 11.2408 15.205
ENSDARG00000003008 3.07324 3.69339 4.31352 3.30971 5.88532 5.95858 4.56901 4.32967
ENSDARG00000003017 18.3837 23.3248 27.4961 27.6449 33.3832 32.589779 35.3764 45.9027
ENSDARG00000003020 0.651936 0.403147 0.956593 0.710306 1.34213 1.28199 1.1229 0.901122
ENSDARG00000003021 13.910448 13.7867387 13.618725 12.255802 21.070799 22.41401 19.152734 22.974749
ENSDARG00000003022 1.59128 1.31883 1.80568 1.19025 2.39074 2.57054 2.19176 1.56839
ENSDARG00000003027 4.96846 4.631173 5.383778 4.059097 6.065666 5.453261 5.50297 6.89864
ENSDARG00000003032 141.66434 159.79057 196.55092 178.487324 194.87161 200.73435 185.55686 169.36233
ENSDARG00000003035 31.68143 37.0886652 51.363441 44.4747212 68.383101 72.072053 53.292 52.409659
ENSDARG00000003041 1.40785 0.242091 1.90337 0.410276 2.76563 3.6764 1.559 1.94217
ENSDARG00000003046 0.262301 0.191799 0.513761 0.293934 0.860584 0.8576721 0.44626 0.551594
ENSDARG00000003054 0.816138 0.844323 0.921487 0.680953 0.898207 0.85074 1.06552 1.08521
ENSDARG00000003058 21.6732979 24.1937653 27.623256 26.2889229 33.952637 34.627177 30.6628823 26.1542621
ENSDARG00000003061 34.060966 30.253513 32.093584 29.825999 51.17224 48.7082 39.627867 36.752701
ENSDARG00000003068 8.31281 10.1946 11.9494 8.69862 13.3561 13.5234 12.5991 12.3503
ENSDARG00000003069 0.4105627 0.278281 0.921031 0.4122851 1.841687 1.780577205 1.080495 1.918938
ENSDARG00000003077 2.173091 1.847799 1.819864 1.654661 1.050656 1.296634 1.130877 1.499259
ENSDARG00000003081 54.366587 44.21426 111.767142 126.8133673 208.855524 269.547089 75.320609 38.739411
ENSDARG00000003084 0.38704899 0.510681 0.4855412 0.492925 0.518568 0.7617759 0.83971 1.395757
ENSDARG00000003085 3.943635 3.217997 3.809328 3.376491 2.654626 3.57551 3.776228 3.579869
ENSDARG00000003087 4.49516 4.43586 6.5529 4.09814 8.61649 8.29259 6.64706 6.50401
ENSDARG00000003090 0 0 0.028579834 0 0 0 0 0
ENSDARG00000003091 7.0363113 6.14684 10.7986805 9.073808 9.665849 10.514931 12.057928 15.227837
ENSDARG00000003098 36.767528 35.439143 39.791509 33.170053 53.8667208 54.4865168 44.210964 38.3680406
ENSDARG00000003109 10.8649416 13.0138787 18.23278 13.784809 25.23398 23.86952 22.482226 18.063139
ENSDARG00000003113 0.267713 0.762935 0.73364 0.585398 0.737011 0.756355 0.686719 0.522388
ENSDARG00000003127 30.26209 34.226988 41.22321811 34.620526 49.63212 52.184345 47.66556 42.75317
ENSDARG00000003132 12.1466 8.86026 16.5616 28.2631 26.9425 33.187 21.5941 21.1674
ENSDARG00000003142 3.037818 2.887 3.570911 2.837664 4.632411 4.516653 3.986279 4.45155
ENSDARG00000003144 1.02324 1.64174 2.08871 1.22191 3.20864 3.58996 3.639315 5.10971
ENSDARG00000003146 0.0314813 0.03105038 0 0.02895912 0.0314329 0.1388144 0.0709698 0.0347891
ENSDARG00000003151 190.0491 222.411 264.5145 264.6755 346.529 347.885 304.2551 287.16881
ENSDARG00000003153 46.2534 56.7644 70.2695 67.8967 106.283 101.143 84.6229 87.3933
ENSDARG00000003157 4.05501 4.06799 4.34335 3.58442 5.04011 4.61224 5.32369 4.77054
ENSDARG00000003165 70.186801 81.3338181 77.305089 70.463242 98.446788 102.718787 89.206772 83.176186
ENSDARG00000003167 11.030319 10.82096 12.0486796 10.09647106 15.5736825 14.8297924 13.585758 13.630034
ENSDARG00000003169 27.5539951 20.3464138 26.303962 19.2957696 37.0293957 30.959399 29.8010119 30.9294402
ENSDARG00000003175 9.86661 10.8387 15.1195 12.6029 18.26659 15.86372 14.1695 13.2981
ENSDARG00000003181 1.11516 0.771779 0.929023 0.719849 1.1247 0.474708 0.932458 0.584192
ENSDARG00000003189 66.2693739 78.52799 83.47744 96.02785 123.502256 126.9694 102.93055 100.0442477
ENSDARG00000003193 3.40337 4.1727171 6.23223 7.0048622 7.915291 7.61773 8.02852 5.141167
ENSDARG00000003197 0.658777 0.901149 0.891803 0.215751 3.51252 2.50917 1.10869 1.32558
ENSDARG00000003200 27.982031 21.1547501 18.238611 14.111602 21.94726 22.736251 25.013583 23.448687
ENSDARG00000003203 0.2682018 0.3796399 0.493534 0.825798 1.071808 0.222089 0.363632 0.4274243
ENSDARG00000003205 7.97443 7.16489 8.85024 7.39724 9.97062 9.96472 10.34 10.6537
ENSDARG00000003206 3.608058 4.1635418 6.480082 6.3975554 7.387708 5.952938 7.5718989 6.9963605
ENSDARG00000003207 4.0756465 3.86824 6.38099 5.27948 6.8456 6.44837 5.98407 6.01495
ENSDARG00000003208 2.34584 2.06124 2.74778 2.21235 4.0054 3.87535 3.77627 3.29171
ENSDARG00000003210 0.0721627 0.0947857 0.120055 0 0.1139764 0.105085 0.1444447 0.0404867
ENSDARG00000003213 31.1558 26.8034 37.108 29.4474 48.057 51.0608 43.2768 46.2346
ENSDARG00000003216 48.28906 60.47558 78.96698 75.43273 71.03949 71.75149 70.8669 65.04209
ENSDARG00000003217 12.246212 8.663047 12.899299 10.135705 13.51451 13.65624 14.12298 12.976328
ENSDARG00000003219 4.429757 4.1014728 3.618905 3.33793 6.69791 5.137833 3.689628 3.970688
ENSDARG00000003229 0.0813768 0.136901 0.0604741 0.102159 0.131227 0.190567 0.311914 1.97335
ENSDARG00000003235 12.4693 13.0097 15.4396 14.4742 17.4891 19.2106 16.6447 18.2184
ENSDARG00000003244 9.92982 6.83616 6.4110400843526 4.62245 5.21754 5.62367467025 7.868410176077 9.06138
ENSDARG00000003250 0.127505 0.206915 0.179281 0.193217 0.274074 0.309855 0.342573 1.54275
ENSDARG00000003251 0.271645 0.242145 0.741094 0.277208 2.78119 2.32263 1.5039 1.64734
ENSDARG00000003257 2.61695 2.88981 2.83891 2.2823 3.73803 3.46984 3.67581 3.45892
ENSDARG00000003259 0 0 0 0.0295542 0 0.0187253 0 0.0541102
ENSDARG00000003269 11.2285722 11.9844182 13.6718111 9.8229388 18.2504268 18.4593262 16.7285238 14.024105
ENSDARG00000003270 12.24788 11.335657 14.89019 11.301281 20.61476 21.249776 18.18176 16.2902897
ENSDARG00000003281 9.96725 9.81331 10.7615 11.1252 14.8171 11.8452 13.1338 10.9501
ENSDARG00000003287 13.6917 14.2745 24.7638 20.6317 32.9131 31.0439 25.2296 24.7313
ENSDARG00000003290 0.6301931 0.505562 0.3252792 0.217703 1.096635 0.791912 0.3907774 0.316011
ENSDARG00000003293 1.775352 1.23814 7.52919 1.3878877 12.71014 12.66344 5.850382 2.2130134
ENSDARG00000003303 0 0 0 0 0.0375938 0.10914 0.0357328 0
ENSDARG00000003307 7.42641 6.54839 8.1299837 5.46767 8.972589 9.16492 9.945908 8.5692079
ENSDARG00000003308 55.0787 61.6273 69.8603 64.0728 86.9084 88.4328 81.5332 77.9702
ENSDARG00000003311 7.54789 7.47473 9.11949 7.28697 10.6076 10.8435 11.7623 8.73826
ENSDARG00000003313 1.62551 1.85163 2.21009 1.77741 1.37938 1.63506 2.73335 3.18626
ENSDARG00000003320 4.94519 6.05788 6.30021 4.9677 7.28771 7.08116 7.73533 7.22508
ENSDARG00000003326 0.0155717 0.0313534 0.207823 0.175473 0.0751646 0.0727652 0.107192 0.0876124
ENSDARG00000003328 2.4228 1.9993171 2.76039 1.88324 3.743578 3.864115 3.38741 4.62105
ENSDARG00000003344 0.193607 0.244181 0.208548 0.124911 0.103698 0.246452 0.143419 0.12311
ENSDARG00000003373 27.0197 33.6994 43.2829 47.2548 42.9363 43.5823 53.0397 50.5725
ENSDARG00000003375 11.889974 14.8463831 19.16123 15.1723 23.317375 21.775874 21.753987 16.865879
ENSDARG00000003380 3.7005924 2.4072044 3.4567166 2.1054909 2.6142693 3.116167 3.4885563 2.6005238
ENSDARG00000003381 0.931459 1.01760151 0.760843 0.575502 0.923072 0.357545 1.446345 1.1245
ENSDARG00000003382 21.1197 17.4057 20.5769 18.6284 23.7026 24.0366 23.5207 23.9366
ENSDARG00000003383 4.6704044 4.37834 4.503112 4.1964937 7.718334 7.486823 6.967693 9.86689
ENSDARG00000003395 4.317524 3.135224 3.505038 1.9497454 1.952013 2.192179 3.042866 2.1294725
ENSDARG00000003398 7.42893 8.22791 8.85809 7.10674 12.542 12.5319 12.0669 14.0854
ENSDARG00000003399 9.5626 10.1673 13.528 10.82 15.49947 14.236005 13.2995 11.5736
ENSDARG00000003403 1.1146406037 0.74196291 1.165389 0.41894274 0.57169887 0.6743502 1.06774 0.645563
ENSDARG00000003411 5.02532 7.36816 7.19812 6.44415 13.3581 12.1696 9.44533 9.90596
ENSDARG00000003414 1.07799 1.6712 1.12223 1.30317 1.81038 1.36982 1.53314 1.2578
ENSDARG00000003420 2.034609 2.27585 3.3186 3.23846 3.97104 4.41682 3.55967 2.552418
ENSDARG00000003421 1.267901 0.576236600122307 1.387848 0.3792783 2.472119 1.8675073 1.64839500118017 1.4926654383456
ENSDARG00000003429 133.138141 158.5282382 185.14409 190.309746 221.689499 227.412712 224.2073601 199.5472695
ENSDARG00000003444 2.86419 2.5101 7.76963 5.64894 11.5827 10.5688 8.04127 6.18459
ENSDARG00000003446 2.54554 2.54034 4.35666 2.19327 6.89204 7.50845 6.39138 7.02175
ENSDARG00000003449 0.2116092 0.189498 0.432238 0.1525679 0.351355 0.3237429 0.54528 1.0176119
ENSDARG00000003462 1.03486 1.38682 1.37325 1.42867 2.93061 1.99532 2.29018 2.96369
ENSDARG00000003469 41.6237 33.8066 32.4603 27.1125 40.0423 39.321 36.4862 32.1838
ENSDARG00000003475 0.0947293 0.170458 0.542841 0.466696 0.251721 0.174001 0.273446 0.134046
ENSDARG00000003486 58.1415 61.8257 61.8697 57.2319 69.5172 66.1963 71.3091 78.9673
ENSDARG00000003487 18.934635 21.670527 31.207379 28.23988 47.705012 45.017776 33.942646 31.047034
ENSDARG00000003495 7.7479068 7.6794154 7.7896458 3.8674785 8.563137 10.211896 9.0974521 5.74785
ENSDARG00000003512 2.7054516 2.1147716 2.895936 2.1229631 3.0821193 3.585057 3.004362 2.2725651
ENSDARG00000003517 5.884701 6.60578 12.348773 11.260409 14.344 14.479846 11.99024 10.307273
ENSDARG00000003519 11.26517 12.38763 13.99528 13.3628 17.59919 17.45886 15.83638 14.27111
ENSDARG00000003520 1.0397715 0.926082 1.778291 1.1000095 2.089145 1.412689 1.7461751 1.9670826
ENSDARG00000003523 0.0759717 0.0371595 0.0287757 0 0.218596 0.0865637 0.4251405 0.0873197
ENSDARG00000003526 105.9558836 128.265 177.938787 169.398336 230.83198 233.180002 170.63536 157.90883
ENSDARG00000003527 65.31648 51.05811 71.69368 55.97702 79.32301 75.21588 64.85716 60.894327
ENSDARG00000003531 49.05008 40.5049 57.7038 53.92695 74.08049 71.86819 64.69835 79.10657
ENSDARG00000003533 0.00944117 0.0479068 0.0634392 0.00893761 0.045884 0.0429498 0.119975 0.0748955
ENSDARG00000003544 0.7879589 0.426174 0.5543176 0.6125364 1.6020248 1.604399 1.4581165 3.240184
ENSDARG00000003553 0.129542 0.319174 0.102616 0.174836 0.0897945 0.126568 0.148719 0.101583
ENSDARG00000003564 22.2062 28.6845 37.7548 30.67 39.0619 41.817 37.6754 36.0352
ENSDARG00000003570 31.0928 26.6726 42.9298 43.2351 41.1853 44.3435 40.305 37.9584
ENSDARG00000003573 17.6154 24.5878 26.0723 25.3342 29.4482 32.0867 31.7209 28.2146
ENSDARG00000003576 0.744823 0.619658 0.804406 0.595027 1.19997 1.02454 1.0151556 0.752963
ENSDARG00000003584 3.69994 3.32332 4.779103 4.9337443 5.779026 5.366407 5.722198 5.16209
ENSDARG00000003592 12.874369 12.847842 14.022461 13.751468 15.979878 16.926453 17.777943 14.700431
ENSDARG00000003599 4278.82307 4382.72806 4120.524069 4694.860935 4059.784893 3962.09692 4088.800014 3873.47094
ENSDARG00000003607 31.225199 30.883483 36.510277 28.597339 42.97204 43.592912 46.36927 39.220529
ENSDARG00000003615 0.0273657 0.0690456 0.0816111 0.0128809 0.0661856 0.0640757 0.0157316 0.0154305
ENSDARG00000003616 2.44245 2.97924 6.87898 4.08744 13.1159 11.7865 8.25876 8.07371
ENSDARG00000003631 3.7390375 2.582443 6.389231 3.077838 8.67505 6.131941 6.74022 6.5629067
ENSDARG00000003632 0.0825292 0.165084 0.394467 0.0962368 0.396151 0.351607 0.258915 0.16158
ENSDARG00000003635 5.59575 5.49325 8.83706 7.31959 7.26009 7.91492 7.32584 5.82135
ENSDARG00000003641 39.93376 45.40857 56.38622 59.91881551 83.76421 82.20799 71.89797 65.61327
ENSDARG00000003642 20.8754 15.3695 15.5427 15.35 19.4784 19.2566 24.1955 23.7781
ENSDARG00000003655 7.96263 9.04797 8.80123 7.63624 10.3395 10.0442 9.92907 11.4188
ENSDARG00000003675 4.828775 7.681665 9.1682342 10.0012888 10.807296 10.627171 12.493892 11.7789
ENSDARG00000003680 3.5599051 2.5860068 4.001113 2.4010595 6.493817 5.903101 5.343917 3.71037149
ENSDARG00000003681 136.6439106 147.463413 179.304092 185.7205789 218.4525472 209.996942 202.5221322 191.804868
ENSDARG00000003684 6.56027 5.5122 5.83264 5.17856 8.97366 10.1647 5.54201 3.38563
ENSDARG00000003693 66.78386 69.85662 75.58982 79.47743 108.64319 106.07611 83.43431 84.79518
ENSDARG00000003695 207.600255 223.38602 280.680679 277.40028 292.968 314.62792 246.82894 221.581092
ENSDARG00000003697 0.399535 0.129287 0.440902 0.266658 0.17161 0.182242 0.28699 0.332768
ENSDARG00000003699 1.6962055 1.9703842086 2.6645393 1.687997916 3.1654007948 3.3226800011614 2.9152533 2.9504034
ENSDARG00000003701 2.4017608 2.9079 4.82194 3.10567 4.636595 3.437686 13.16336 55.6886
ENSDARG00000003705 5.15091 5.61194 7.13433 5.45905 10.3868 10.7313 9.43089 7.62379
ENSDARG00000003706 0.431588 0.324929 0.401583 0.227903 0.343076 0.34341 0.418882 0.316679
ENSDARG00000003732 6.631614 9.61786 9.29218 10.04964 12.770099 11.98689 10.91403 9.667099
ENSDARG00000003749 44.7529098 42.1046491 45.6973 41.6913 56.572685 52.862475 45.3748 49.383989
ENSDARG00000003750 16.6396 14.8896 22.1586 13.6635 22.9228 21.4409 23.048677 19.2278
ENSDARG00000003751 2.5974739 2.71888 3.408109 2.11664 3.79412 3.97305 4.0811913 4.24249
ENSDARG00000003754 9.66272 11.3855 11.7468 9.92161 12.7051 10.6865 13.4971 11.7254
ENSDARG00000003757 30.521623 34.09324 42.4913 40.76265 47.8585855 44.5649581 43.20321 48.3456
ENSDARG00000003769 4.31776 4.52692 5.44411 4.49887 5.84878 5.08847 6.58068 6.68794
ENSDARG00000003776 6.052801 6.2975876 6.231531 5.301464 7.745049 7.46595 8.546551 9.565007
ENSDARG00000003779 14.671799 14.2054918 13.088278 10.1899156 18.0352736 19.256004 17.116024 15.442917
ENSDARG00000003789 9.3670421 8.210917 13.1261097 8.4636558 14.5645846 14.6895227 14.6122556 16.4253324
ENSDARG00000003795 593.297 685.276 637.64 718.709 761.689 761.411 718.194 717.93
ENSDARG00000003797 2.122808 2.4391304 1.619592 1.2994149 1.797919 3.591167 1.0740198 1.326481
ENSDARG00000003803 0.964163 0.353108 0.865267 0.682208 0.575512 1.2606 1.06535 0.875234
ENSDARG00000003808 16.8895 20.1779 42.614 34.673 13.5494 14.6281 18.6538 13.7667
ENSDARG00000003811 10.4996569300501 10.789677 15.7257944433 10.400892 14.028772 16.45922 16.7428199 17.19059822
ENSDARG00000003818 12.6404 12.0665 15.148 10.2501 18.3203 19.0858 17.9228 17.4449
ENSDARG00000003820 1.0094755 0.71206 0.93529 0.527478 1.35326 1.18901 1.6283 1.23899
ENSDARG00000003822 4.204427 3.40454 4.616286 3.875124 4.681356 5.366542 5.61302 5.6796872
ENSDARG00000003827 6.8467365 8.53493 10.4615 10.120614 13.653506 12.2244 11.2123 12.299
ENSDARG00000003829 12.0921 10.4425 11.1582 8.89877 12.6088 13.8924 13.9668 14.642
ENSDARG00000003835 15.03295 18.545262 27.3439304 20.5136806 37.630202 38.92543 35.934271 28.652628
ENSDARG00000003841 3.41762 3.62214 5.16029 5.01969 5.81158 5.96925 5.47478 5.41943
ENSDARG00000003845 4.85571 5.21774 6.75204 5.20885 8.85449 9.66691 8.21656 10.0687
