Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000099276 0.168059 0.0554617 0.252971 0.113692 0.356877 0.235004 0.132126 0.0744582
ENSDARG00000099277 0.539826 0.401674 1.60463 0.714769 1.97929 2.395 1.55512 0.924897
ENSDARG00000099279 2.56959 2.89542 4.20475 3.79128 4.16744 4.22856 4.06681 3.58657
ENSDARG00000099280 6.90117 4.69073 5.63288 4.28565 9.2477 8.78979 7.0486 6.89232
ENSDARG00000099281 47.0861 50.4533 60.2873 59.7804 55.5083 57.8128 60.8006 66.313
ENSDARG00000099282 0.47896 0.195344 0.432563 0.468494 0.20119 0.519225 0.19124 0.593771
ENSDARG00000099283 45.451113 24.800627 16.07177 16.589958 11.894389 11.96965 16.43028 22.695268
ENSDARG00000099284 0.603928 3.22889 1.39158 2.05164 0.777311 1.85417 1.80239 6.49586
ENSDARG00000099289 0 0 0 0 0 0 0 0
ENSDARG00000099291 5.456615 5.196615 8.944061 7.207625 7.371457 7.438601 8.530076 11.059813
ENSDARG00000099292 0 0 0.0503089 0 0.0769907 0 0.0770595 0
ENSDARG00000099294 17.01776 13.49352 12.79299 12.26055 14.82039 16.21095 17.00949 18.55665
ENSDARG00000099298 21.4775 35.4902 40.0976 33.4944 49.3571 48.9089 25.1343 21.7676
ENSDARG00000099301 76.0175 50.5191 80.0397 80.6177 129.185 132.99 89.6851 82.0263
ENSDARG00000099304 0.115593 0.0230481 0.178472 0.0214972 0.581016 0.45525 0.157807 0.799527
ENSDARG00000099306 149.25474 181.4337 269.17562 248.986 186.65519 206.010439 194.583313 174.662000921135
ENSDARG00000099307 9.87979 9.903 9.93115 9.52935 9.93707 9.08567 12.326 11.6905
ENSDARG00000099309 90.0827 151.4893 198.4683 222.2958 180.9582 182.8089 178.5147 174.5428
ENSDARG00000099312 157.818636 168.724 192.088 210.783 222.417 209.888 207.4033645 223.37
ENSDARG00000099313 9.279356 12.778751 18.047754 17.114959 23.864052 23.223809 21.459812 18.886456
ENSDARG00000099315 2.10446 2.00463 2.3432716 2.24751 3.23104 2.72779 3.023507 6.298402
ENSDARG00000099317 0 0 0 0 0 0 0 0
ENSDARG00000099318 0.155458 0.225266 0.302628 0.141157 0.0622059 0.178218 0.0253394 0.0572192
ENSDARG00000099319 0 0 0 0.0326147 0.0209639 0.0405875 0.0199304 0.0390939
ENSDARG00000099321 0.697673 0.429719 0.713748 0.552862 0.75187 0.726486 0.763799 0.657089
ENSDARG00000099322 5.464754 4.68675 4.882425 3.98610494 4.764273 5.3290868 6.233187 7.00204
ENSDARG00000099323 0.439313 0.2936705 0.452623 0.500404 0.648769 0.726937 0.864172 0.67327
ENSDARG00000099325 0 0 0 0.0970734 0 0 0 0
ENSDARG00000099327 0.487641 0.370979 0.182086 0.156698 0.283134 0.994295 0.286851 0.134806
ENSDARG00000099328 0.0372384 0 0.0326133 0 0.106826 0.0459795 0 0
ENSDARG00000099329 1.819727 2.203186 3.567952 2.6915 2.642352 2.36138 3.22133 3.809313
ENSDARG00000099330 5.40229 4.32126 3.06445 1.05922 2.91451 2.94716 2.89856 2.1902
ENSDARG00000099331 8.64325 7.96267 8.01234 5.53465 7.0093 6.98452 7.00954 5.85324
ENSDARG00000099332 0.202981 0.293128 0.217188 0.774412 1.06106 0.342115 0.392077 0.274425
ENSDARG00000099336 4.20051 4.32305 5.2680401 5.27197 9.82592 9.09126 6.76989 6.49675
ENSDARG00000099337 19.3514 9.02392 4.86364 5.4972 4.63645 4.60356 9.5633 9.89275
ENSDARG00000099339 22.66032 25.83659 22.103118 20.768354 28.6499 28.238 24.402474 25.890165
ENSDARG00000099342 0.731432 0.296337 0.353012 0.233875 0.7793771 0.609142 0.7404144 0.382608
ENSDARG00000099344 0.0677469 0.157703 0.323953 0.315197 0.243373 0.444957 0.231357 0.126041
ENSDARG00000099345 1.43857 1.36211 1.61884 1.47335 2.29506 2.25305 2.24262 2.20022
ENSDARG00000099346 1.370486 1.236645 1.213587 1.077308 0.808515 0.890944 0.974851 1.551617
ENSDARG00000099347 0.218108 0 0 0 0 0 0.360908 0
ENSDARG00000099348 0 0 0 0 0 0 0 0
ENSDARG00000099351 7.871777 9.79092 17.2142 13.9972 20.57471 19.13214 7.34605 5.40829
ENSDARG00000099352 0.497241 0.249891 0.404713 0.280619 0.756732 0.570102 0.57594 0.458552
ENSDARG00000099353 0.0717772 0.0289505 0.1585866 0 0.1780809 0.0335871 0.0494773 0.0808826
ENSDARG00000099358 12.297787 15.91 18.8679 16.7836 21.3092 22.174463 20.644188 22.951947
ENSDARG00000099359 0.397617 0.245596 0.369122 0.190038 0.351476 0.326042 0.439251 0.313392
ENSDARG00000099361 1.0026 1.1436 2.05439 1.52781 1.82089 1.51038 1.02432 0.969614
ENSDARG00000099362 1.19789 0.425677 0.508004 0.671851 0.787659 0.609759 0.59892 0.513755
ENSDARG00000099363 1.31236 0.532391 0.341129 0.320648 0.563879 0.357953 0.527457 0.405141
ENSDARG00000099364 0.230884 0.0534879 0.216748 0 0.470371 0.434635 0.22359 0.119611
ENSDARG00000099365 4.80977 3.76778 2.02459 3.19981 2.53244e-08 2.32138 2.4442 4.9082
ENSDARG00000099368 0.704085 0.762784 3.53604 0.62309 5.29701 7.41184 4.42592 7.43466
ENSDARG00000099370 2.46634 1.14211 1.85582 0.897612 0.8989 1.02134 1.13395 1.19304
ENSDARG00000099371 24.3155 24.1453 32.529 17.481 34.4347 38.1292 33.2025 29.9761
ENSDARG00000099373 2.55904 2.15014 2.598 2.60476 3.02709 2.87237 3.32891 2.32368
ENSDARG00000099374 7.73337 8.977611 11.30994 9.690985 12.28706 11.66071 13.09905 10.82255
ENSDARG00000099375 12.669 13.974291 32.11266 25.21929 45.22682 45.33765 33.41658 36.71189
ENSDARG00000099376 0.980059 0.721759 2.43828 1.28214 4.17644 4.48142 2.79044 1.34845
ENSDARG00000099377 0.717419 0.8338 1.0279911 0.8196791 1.29916 1.261164 1.0951368 0.911029
ENSDARG00000099379 0.171804 0.125265 1.06599 0.428299 3.82365 3.30984 2.1037 3.60815
ENSDARG00000099380 2710.9756474 2421.1685 3286.4367 3463.0258 2894.085835 2871.42793 2750.72733 2400.12518
ENSDARG00000099381 0.0431592 0.0645898 0.0457119 0.129925 0.183806 0.0987064 0.0269078 0.0720545
ENSDARG00000099382 0 0.0419855 0 0 0.0802957 0.0162353 0.0797204 0.0625555
ENSDARG00000099383 5.96559 5.68954 7.184 6.59497 8.19269 8.74294 7.32683 8.85343
ENSDARG00000099384 0.732437 0.230441 0.0546478 0.197737 0.9644 0.673885 0.514742 0.275892
ENSDARG00000099385 39.8768986 22.7532332 26.0328764 17.5796232 23.180186 28.1084834 30.699937 28.4275572
ENSDARG00000099386 0.0999675 0.0167356 0.110996 0.09371452839 0.0480088 0.0971618 0.0197896 0.1232659
ENSDARG00000099387 2.64549 2.28449 3.69583 3.21593 3.14744 3.36596 3.93317 3.0289
ENSDARG00000099389 16.756895 25.35049 32.55868 28.468936 40.049932 42.322446 46.506919 35.220131
ENSDARG00000099390 0.642164 0.235456 0.470307 0.0313762 0.590822 1.30005 0.446847 0.200378
ENSDARG00000099394 0 0 0 0 0 0 0 0
ENSDARG00000099395 0.219361 0.0358285 0.4607482 0.1010148 0.567754 0.639509 0.52969 1.369786
ENSDARG00000099396 6.60878 2.79986 2.704 2.53898 5.32318 3.63744 2.87678 4.60815
ENSDARG00000099397 7.91212 6.20922 8.67993 5.74861 8.63899 8.58822 9.24311 4.31042
ENSDARG00000099399 0 0 0 0 0 0 0 0
ENSDARG00000099404 2.8434 1.70525 1.01809 1.02171 1.0294 1.32767 1.30834 1.46613
ENSDARG00000099406 0.142573 0.0929243 0.0911622 0.0770493 0.284349 0.131669 0.246852 1.46444
ENSDARG00000099409 0.0575542 0.0839575 0.0868683 0.0671272 0.0287324 0.0228138 0.0819549 0.0219816
ENSDARG00000099410 0.902683 0 2.454831 2.265721 0.468468 0.301029 1.545548 0
ENSDARG00000099411 15.0823 15.5943 20.5319 20.4217 16.1848 18.0058 18.4871 14.517
ENSDARG00000099412 0.279093 0.169962 0.270078 0.125906 0.161442 0.208439 0.272912 0.312381
ENSDARG00000099414 0.22503 0.174028 0.151885 0.0649574 0.0516328 0.26751 0.287589 0.158375
ENSDARG00000099416 0.292533 0.0406861 0.135455 0.15176 0 0.0474188 0.0931558 0
ENSDARG00000099418 1.66898 1.68701 3.69833 2.10683 2.18839 2.76568 2.46622 1.63026
ENSDARG00000099419 0.0483686 0.117235 0 0.242986 0 0.18448 0 0
ENSDARG00000099420 110.81 161.253 189.237 231.23 142.91 185.575 136.179 117.164
ENSDARG00000099421 1.41058 1.04651 1.59445 1.19429 1.49188 1.19849 1.53914 1.12488
ENSDARG00000099423 2.36545 0.7341 1.05553 0.550409 0.891766 0.589201 0.956351 0.724893
ENSDARG00000099424 0.259556 0.258605 1.32644 0.35084 1.4112 1.80297 1.26101 0.605117
ENSDARG00000099425 3.5717 5.49089 7.41273 5.46862 14.1051 12.0843 12.4792 9.68557
ENSDARG00000099426 0 0 0 0 0 0 0 0
ENSDARG00000099427 1.73342 2.12535 1.82235 1.98246 2.92793 3.12894 1.75335 1.57786
ENSDARG00000099428 3.012465 2.4080453 2.620634 1.6372802 2.542831 3.021013 2.523951 2.480835
ENSDARG00000099430 4.3863549 4.58281 5.3409624 4.4492784 7.207162 7.40525 6.466958 6.5068018
ENSDARG00000099431 6.32543 5.32789 10.7421 8.67301 19.761 20.6963 11.5675 14.3594
ENSDARG00000099432 1.622345 1.263743 1.583533 1.270055 1.508263 1.705943 2.014183 1.711284
ENSDARG00000099434 0 0 0 0 0 0 0 0.282459
ENSDARG00000099437 2.34414 0.666359 2.36259 0.928243 3.94579 4.89143 2.30567 1.55751
ENSDARG00000099438 0.377695 0.183146 0.33679 0.154572 0.313184 0.252698 0.387121 0.292128
ENSDARG00000099439 89.277674 121.2104519 158.668427 178.421141 161.081398 147.898922 154.638 166.462104
ENSDARG00000099441 4.18014 5.11464 5.110967 3.481727 4.97896000910342 5.470572 5.45631 4.723356857
ENSDARG00000099444 0.516966 0.803167 0.492757 0.608211 0.612 0.913079 1.54419 0.926154
ENSDARG00000099445 2.206022 1.78997 2.407217 1.918 2.5720227 2.987008 2.9719682 2.27102
ENSDARG00000099446 5.813617 4.5689875 5.1752245 3.836157 9.47901 7.760746 6.103097 5.44452
ENSDARG00000099447 1.0458289 0.944213 1.27108 0.9174868 1.5089878 1.1185 1.3538961 1.25112
ENSDARG00000099448 9.5865828 10.049111 26.6183648 20.3904719 15.885538 15.765227 17.736408 10.714568
ENSDARG00000099449 2.84074 1.70332 2.91251 1.87076 5.16319 4.58301 5.87863 5.59201
ENSDARG00000099453 134.24 172.133 208.866 199.163 224.113 222.755 222.428 220.596
ENSDARG00000099454 0.750812 0.391459 1.17381 0.36434 1.27589 1.07779 1.36302 1.47977
ENSDARG00000099455 50.3804963904714 35.5789445 32.40826 20.2691334 27.3022393 26.300368 37.692794 37.005346
ENSDARG00000099458 27.5873 22.2932 30.6028 29.1589 49.1019 48.1243 36.3356 39.52
ENSDARG00000099461 0.195363 0.0534879 0.0956713 0.0166303 0.0519083 0 0 0.139546
ENSDARG00000099462 12.6889 6.37143 5.046 4.48455 7.81158 6.72791 13.4484 8.99953
ENSDARG00000099464 2.81834 1.76062 2.04906 2.09266 2.12601 2.16163 2.44361 2.11642
ENSDARG00000099465 0.121859 0.145889 0.142566 0.121044 0.152388 0.160337 0.231958 0.355811
ENSDARG00000099466 0 0 0.0907909 0 0 0.0716204 0 0
ENSDARG00000099468 0 0 0 0 0 0 0 0
ENSDARG00000099470 0.0246517 0.00473998 0.0174103 0.00884359 0.0037772 0.0164604 0.0107757 0.00881085
ENSDARG00000099474 0 0 0.0993403 0 0 0 0.0217294 0
ENSDARG00000099476 0.957816 1.169584 2.728366 1.6805 1.89289 2.27716 2.38767 1.60764000054733
ENSDARG00000099478 6.90619 7.21592 9.70617 7.59508 11.6371 12.6863 10.1604 9.16363
ENSDARG00000099479 1.36749 0.770212 2.77149 0.978568 4.64576 4.68256 2.61694 1.5431
ENSDARG00000099481 7.64464 5.1401 9.32882 6.35395 13.4377 12.9082 9.39554 9.83461
ENSDARG00000099483 0.67604 0.271705 0.818152 0.108594 0.841335 0.723572 0.932855 0.827249
ENSDARG00000099485 0.0353876 0.0179706 0.0633259 0.0565533 0.0871749 0.03527144 0.0409087 0.050164
ENSDARG00000099487 0 0 0.0385699 0 0.0594667 0 0.0965239 0
ENSDARG00000099491 6.481432 6.0774254 7.023627 7.042659 10.320232 10.848668 12.377389 17.35085
ENSDARG00000099492 0 0 0 0 0.0678549 0 0 0
ENSDARG00000099493 79.5091 100.328 59.6844 79.1188 86.4524762 88.8207 82.6368 81.157
ENSDARG00000099495 0.567798 0.581484 0.280935 0.361909 0.848424 0.86502 1.17518 1.08411
ENSDARG00000099499 223.8036 352.71164 478.41585 512.72494 570.8273 585.87546 493.60586 468.97539
ENSDARG00000099500 4.28176 5.5508 2.58462 2.05954 4.51758 3.37589 6.04787 4.96894
ENSDARG00000099504 0 0 0 0 0 0 0 0
ENSDARG00000099506 0 0 0.126466 0 0.136306 0 0 0
ENSDARG00000099508 0.109986 0.143695 0.0398323 0 0.172937 0.209168 0 0.0805586
ENSDARG00000099509 1.59108 1.14746 1.06061 1.14229 1.3103 1.43227 1.9157 1.95512
ENSDARG00000099510 25.8989 32.3005 49.7003 40.7368 61.2658 61.2348 53.3545 47.6293
ENSDARG00000099511 0.95275 0.79248 1.22276 0.810518 1.19771 1.11624 1.46095 2.0857
ENSDARG00000099514 0.823735 0.612428 0.443479 0.142545 0.247848 0.183489 0.285261 0.679791
ENSDARG00000099515 0.116844 0.155757 0.0717066 0.145286 0.155517 0.135561 0.0843183 0.29022
ENSDARG00000099516 5.49487 6.32266 7.47395 6.95262 9.89961 8.5979 5.41888 6.27616
ENSDARG00000099517 4.04841 4.58794 6.16817 4.79027 6.47387 6.73261 8.73123 7.13345
ENSDARG00000099518 1.39021 0.845636 1.18537 0.789033 1.23946 1.72742 1.56393 1.56494
ENSDARG00000099519 12.54898 12.81226 13.50666 13.4346 21.9996 19.87584 17.00886 18.31378
ENSDARG00000099522 2.5759 1.507173 2.236261 1.249084 1.348936 1.108886 1.92241 1.129946
ENSDARG00000099524 0.368916 0.2436683 0.5155839 0.2560579 0.858837 0.7494671 0.566705 0.901743
ENSDARG00000099525 0 0 0 0 0 0 0.017907 0.0878168
ENSDARG00000099526 0 0 0 0 0 0 0 0
ENSDARG00000099527 4.20495 3.9237 5.87999 4.90076 8.74231 8.52163 7.10213 8.3964
ENSDARG00000099528 17.50355 18.94181 25.4392 24.92701 25.1267 25.6925 22.0544 23.77822
ENSDARG00000099529 0.0332347 0 0 0 0 0 0.0472475 0
ENSDARG00000099531 1.03667 0.513597 0.595901 0.294086 0.889303 0.71856 0.877119 0.374087
ENSDARG00000099532 15.45789 16.182974 21.40298 17.93607 28.5454 26.30548 25.58451 22.26781
ENSDARG00000099533 0.30277 0.344014 1.15394 0.231953 0.628324 0.726163 0.984755 1.1172
ENSDARG00000099534 28.6109 19.4009 28.2981 18.6798 32.2929 29.9295 32.0723 27.714
ENSDARG00000099535 0.0154621 0 0 0 0.0921693 0.0467153 0.021257 0
ENSDARG00000099538 13.1198 5.79958 6.76732 3.07174 7.07809 10.449 11.5942 7.98777
ENSDARG00000099539 0 0 0 0 0 0 0 0
ENSDARG00000099541 13.7087 7.33185 15.5643 6.71871 24.7662 24.21 21.587 12.3227
ENSDARG00000099542 0.566828 0.660586 0.385423 0.356672 0.711166 0.485749 0.755444 0.545664
ENSDARG00000099544 0.0306179 0 0.0840405 0.0621165 0.0337335 0.0889147 0.0517386 0.145924
ENSDARG00000099545 2.59109 2.08416 2.20874 2.01132 3.104531 2.75833 3.312075 3.50109
ENSDARG00000099546 0.995685124573 1.350750148403 1.33796000101813 1.2177100261019 1.461810181429 1.279590214175 1.71292031499 1.260900265912
ENSDARG00000099547 0.534672 0.2956436 0.741896 0.13269436 1.502998 1.609082 0.744919 1.092076
ENSDARG00000099554 1.68817 1.0063664 0.876187 0.706386 1.1327263 1.1940488 1.257134 1.258285
ENSDARG00000099555 1.02778 0.909786 1.41459 0.896568 1.36717 1.34549 1.65024 1.45247
ENSDARG00000099558 0.0336542 0 0.0151222 0.00639473 0.0082027 0 0.00779962 0.0382591
ENSDARG00000099560 6.920533 6.275925 6.29487 7.261892 6.71766 6.90286 8.085421 8.432324
ENSDARG00000099562 0.30667 0.553075 1.51137 0.912456 1.33303 1.58724 1.12061 1.00276
ENSDARG00000099563 2.5265 2.589505 2.16769 1.8004 2.72811 3.08369 3.04109 3.60981
ENSDARG00000099564 7.68552 6.93316 17.8618 9.47519 24.9078 23.6806 17.9245 12.2933
ENSDARG00000099566 1.9423 1.9119457 4.2330161 2.7238089 5.60405 5.47458 3.4123637 3.486323
ENSDARG00000099568 4.369577 2.4413389 4.804565 2.497521 6.85896 6.05007 5.085114 4.76006
ENSDARG00000099572 2477.443 2731.729 2942.833 2934.662 3312.143 3151.5442 3478.903 3324.533
ENSDARG00000099574 0.180344 0.1473436 0.401572 0.2453576 0.287878 0.1439684 0.43163 0.174824990742
ENSDARG00000099577 0.863153 0.834833 1.28117 0.974839 1.16207 1.11884 1.45695 1.19042
ENSDARG00000099579 7.39561 8.720422 13.22132 10.361566 11.83003 12.528364 12.28944 15.60962
ENSDARG00000099580 1.90239 1.06045 1.06977 1.02649 0.972122 0.112459 1.12475 1.11159
ENSDARG00000099583 1.34791 1.23242 1.68737 1.27304 1.65272 1.67795 2.11843 1.6644
ENSDARG00000099586 0.496294 0.279304 0.311002 0.2877 0.522087 0.597063 0.630272 0.429853
ENSDARG00000099587 0.136239 0 0 0 0 0 0 0
ENSDARG00000099590 2.97239 2.29925 2.05194 1.81696 1.72353 2.10743 2.09542 2.88426
ENSDARG00000099593 2.876732 2.825075 2.745608 2.5966202 4.88972 4.412554 4.07257 5.592335
ENSDARG00000099594 0 0 0.0385936 0.0513189 0.0618482 0 0.036925 0.0143431
ENSDARG00000099596 0.847186 0.662313 1.06356 1.16821 1.27247 1.13115 0.863987 1.012
ENSDARG00000099597 0 0.0281269 0.018264 0 0 0 0.0433356 0
ENSDARG00000099598 0.463356 0.303739 0.388236 0.159097 0.237413 0.379193 0.764533 0.411924
ENSDARG00000099599 0 0.0242048 0 0.0225557 0 0 0 0.0541322
ENSDARG00000099600 1.65455 2.19899 1.9948 1.20187 2.46105 1.7163 2.59598 2.00017
ENSDARG00000099606 0.0766897 0 0 0 0 0 0 0
ENSDARG00000099607 0 0 0 0 0.050336 0.0812186 0.143571 0.38636
ENSDARG00000099609 2.76335 3.69856 6.21328 4.40209 11.1358 10.5276 8.87017 7.46491
ENSDARG00000099612 0.195442 0.0641663 0.391038 0.448832 0.115748 0.597376 0.916803 10.8215
ENSDARG00000099614 1.01138 0.878131 1.27333 0.98043 1.24412 1.22745 1.65413 1.21854
ENSDARG00000099617 6.37191 5.58783 7.06588 6.40244 8.47266 9.08638 7.83382 5.94604
ENSDARG00000099618 2.73269 2.315003 3.92463 2.62955 4.47097 4.95117 4.54151 4.23693
ENSDARG00000099619 7.54066 2.88709 3.95099 1.6516 5.18287 5.2177 4.75887 4.73491
ENSDARG00000099621 1.66708 1.96883 1.80783 1.40487 2.64055 2.52724 2.72578 2.66043
ENSDARG00000099624 29.9389 37.1122 40.4188 40.8116 49.2666 45.8372 54.2006 50.5514
ENSDARG00000099626 0 0 0.0364917 0 0.034954 0 0 0
ENSDARG00000099631 10.20064 12.07011 13.66117 13.5478 16.98861 15.81357 15.66373 22.89928
ENSDARG00000099633 1.27389 1.372339 1.687774 1.19778 1.63293 1.43956 1.72023 1.14464
ENSDARG00000099635 242.908821 145.04385 149.423011 132.926462 193.00435 190.381426 182.213387 180.965131
ENSDARG00000099636 0.403577 0.400391 0 0 0.480986 0.24827 0.0609611 0
ENSDARG00000099637 0.251292 0.0505197 0.0930377 0.0157076 0.565322 0.23454 0.959747 1.3949
ENSDARG00000099638 0 0 0 0 0 0 0 0
ENSDARG00000099639 0.0886784 0.0589992 0.0766814 0.0885126 0.119428 0.221823 0.0655639 0
ENSDARG00000099640 71.68068 47.956752 48.8427 50.162382 77.60702 75.66384 74.74572 76.80654
ENSDARG00000099642 11.3115 9.79436 12.1255 11.1114 16.5006 15.1533 14.9027 18.5632
ENSDARG00000099643 0 0 0 0.0505009 0 0 0 0
ENSDARG00000099645 2.8463 1.94847 2.73348 1.97551 3.19944 3.26631 3.49629 2.19838
ENSDARG00000099646 1.04436 0.789523 0.549345 0.605304 0.821573 0.597987 0.584743 0.513248
ENSDARG00000099648 0.455924 0.152894 0.763344 0.230491 1.90023 1.73997 1.21936 0.405831
ENSDARG00000099650 8.66332 4.62734 8.17206 3.99503 11.9415 12.9872 10.6 6.46623
ENSDARG00000099651 6.941 9.73462 13.6066 10.2363 14.260257 14.6414 14.176086 14.8804
ENSDARG00000099652 12.8485 10.9815 18.0528 12.3011 29.9228 28.6715 22.6483 21.5946
ENSDARG00000099653 12.4859 11.1539 24.887 16.8923 49.3376 48.6669 27.9215 20.3776
ENSDARG00000099654 1.02638 0.839054 1.23007 0.752537 1.02518 1.319823 1.65508 3.962182
ENSDARG00000099655 0 0.0886659 0 0 0 0 0.0337671 0
ENSDARG00000099656 0.0406981 0 0 0 0 0.0225382 0 0
ENSDARG00000099657 0.811577 0.306004 3.44632 0.65221 5.32203 6.16814 3.85567 1.07959
ENSDARG00000099660 0.0245205 0 0 0 0 0 0 0
ENSDARG00000099663 93.6957 156.421 202.464 219.441 227.557 229.621 188.072 164.478
ENSDARG00000099664 99.2555 138.197 179.313 185.621 205.393 208.21 186.599 184.163
ENSDARG00000099667 215.866 345.861 391.225 403.904 477.221 501.801 421.868 411.025
ENSDARG00000099670 2.00238 2.4858 2.0413 2.57327 3.154 1.6738 2.99107 4.0535
ENSDARG00000099672 9.127281 8.548748 16.263638 17.8980858 16.161313 16.0922484 15.0497752 11.733056
ENSDARG00000099673 0 0 0 0 0 0 0 0.0740359
ENSDARG00000099674 1.23728 0.962574 1.84933 1.28821 2.05642 2.01601 2.2863 1.6867
ENSDARG00000099675 17.438064 20.544024 23.34704 17.613656 26.236253 27.428984 26.02186 22.98037
ENSDARG00000099677 5.67482 5.39818 11.5657 6.62813 9.86817 10.4091 11.4979 8.65721
ENSDARG00000099678 5.91673 6.08265 7.63198 6.68129 4.70487 4.46126 6.27554 6.04248
ENSDARG00000099679 10.054805 8.3914333 9.24576 8.679379 12.185631 12.333833 11.900956 13.034689
ENSDARG00000099684 0.300494 0.238467 0.234822 0.199602 0.340499 0.184795 0.297503 0.410681
ENSDARG00000099685 3.006246 1.46918 4.92027 2.01637 6.29613 7.28886 4.959092 2.25396
ENSDARG00000099689 0 0 0 0 0 0 0 0
ENSDARG00000099690 0.165534 0.0239241 0.145266 0.145056 0.100296 0.0416155 0.231587 0.0935393
ENSDARG00000099692 31.60022 31.73728 24.34109 27.56032 30.879758 31.02556 35.65702 35.03663
ENSDARG00000099693 0 0 0 0.0272373 0.0350998 0 0.0333633 0.0981323
ENSDARG00000099694 2.78217 2.64363 3.73018 2.22761 3.78225 4.1385 3.3808438 3.1964909
ENSDARG00000099695 0.658131 0.630114 0.70378 0.490743 0.589277 0.807725 0.541495 0.453707
ENSDARG00000099698 0.0269191 0.0110684 0.0222912 0 0 0.0992676 0.0436276 0.121531
ENSDARG00000099702 0.614022 0.269449 0.397775 0.398175 0.303875 0.40036 0.515598 0.35274
ENSDARG00000099705 6.42538 5.17077600077429 4.623479 3.836854 6.749434 6.91379 5.46381 6.017533
ENSDARG00000099708 0.02720692 0 0.0121094 0.00512203 0.00693085 0.0127205 0.0575524 0.0833574
ENSDARG00000099710 1.42402 0.630113 1.40285 0.794582 1.81114 1.94832 1.67083 2.18584
ENSDARG00000099711 0 0 0.0216511 0 0 0 0 0.0312986
ENSDARG00000099712 0.0596042 0 0 0 0 0 0 0
ENSDARG00000099715 0.3809008 0.3505866 1.1317354 0.6807931 0.986695 1.184135 0.4001 1.049938
ENSDARG00000099717 0.715283 1.47293 2.77315 1.67597 1.41631 1.6105 1.85108 2.01285
ENSDARG00000099718 0.169256 0.154276 0.263234 0.395379 0.816214 0.86009 0.356143 0.132871
ENSDARG00000099719 0.464277 0.358479 1.18856 0.334371 1.39714 1.62296 1.08304 0.581197
ENSDARG00000099720 10.21431 6.28381 9.75026 8.76097 11.65382 9.95058 10.35687 7.94417
ENSDARG00000099722 14.1389 17.355 24.5329 21.3986 24.2026 24.5202 21.6296 21.556
ENSDARG00000099724 4.79042 5.107011 5.8988 4.49233 6.66048 7.80967 5.21448 5.54027
ENSDARG00000099727 0.172358 0.124472 0.6802916 0.2701218 1.1926584 0.9832899 0.765532 0.152963
ENSDARG00000099728 2.68695 3.17899 2.54415 1.96465 2.57349 3.10256 1.69264 3.18459
ENSDARG00000099729 20.035850675824 23.67737 23.68268 21.58639 26.99566 24.24803 32.10393 28.8630500057721
ENSDARG00000099730 9.303803 9.92017 13.833806 14.558852 16.807604 14.902102 14.413334 14.896544
ENSDARG00000099731 1.6871 1.46228 3.60818 1.78707 5.76862 5.83351 4.77274 3.37001
ENSDARG00000099732 0.4564732 0.3817225 1.831681 0.680741 1.414196 1.663142 0.6552084 0.9237658
